ID,SpeciesLevel,SpeciesCount,BranchCount,BranchLeafCount,BranchInteriorCount,TreeDepth,SpeciesProbMax,SpeciesProbMin,HomologuesToAnalyzeCount,HomologuesSuspiciousRecordsCount,HasHomologuesSuspiciousRecords,HomologueCount,DatabaseNotExhausted
MISEQ01:3:000000000-ALULJ:1:2108:29276:12315_CONS_SUB_SUB,False,15,15,1,14,11,0.991,0.001,0,0,False,37,True
MISEQ01:3:000000000-ALULJ:1:2108:3279:11021_CONS_SUB_SUB_CMP,False,3,3,1,2,13,0.282,0.001,2,0,False,30,False
MISEQ01:3:000000000-ALULJ:1:2110:16730:7448_CONS_SUB_SUB,True,1,1,0,1,12,1.0,1.0,1,0,False,6,False
MISEQ01:3:000000000-ALULJ:1:1113:28309:19405_CONS_SUB_SUB,True,1,1,0,1,11,1.0,1.0,1,0,False,40,False
M00595:3:000000000-ALULJ:1:2114:14364:21275_CONS_SUB_SUB,False,2,2,1,1,8,0.027,0.015,0,0,False,50,False
M00595:3:000000000-ALULJ:1:2103:5562:20257_CONS_SUB_SUB,False,1,1,0,1,12,0.027,0.027,0,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:2107:17345:27500_CONS_SUB_SUB_CMP,False,4,4,0,4,8,1.0,0.015,0,0,False,24,True
M00595:3:000000000-ALULJ:1:2103:18393:23141_CONS_SUB_SUB,False,5,5,0,5,14,0.515,0.001,0,0,False,50,False
M01896:197:000000000-ANEHB:1:1107:16428:3670_CONS_SUB_SUB,True,2,2,1,1,11,0.942,0.021,2,0,False,15,False
M00595:3:000000000-ALULJ:1:2102:16738:16127_CONS_SUB_SUB,False,5,5,0,5,13,0.942,0.002,0,0,False,50,False
M00595:3:000000000-ALULJ:1:1103:9003:26039_CONS_SUB_SUB,True,3,3,0,3,12,0.982,0.004,1,0,False,50,False
M01896:197:000000000-ANEHB:1:1108:18475:27861_CONS_SUB_SUB,False,2,2,1,1,11,0.821,0.065,2,0,False,12,False
MISEQ01:3:000000000-ALULJ:1:1112:25439:25342_CONS_SUB_SUB,False,4,4,0,4,12,0.821,0.003,0,0,False,50,False
M00595:3:000000000-ALULJ:1:1112:19944:16552_CONS_SUB_SUB,False,5,5,3,2,4,0.147,0.001,0,0,False,10,True
M00595:3:000000000-ALULJ:1:1109:5836:16081_CONS_SUB_SUB,False,4,4,0,4,10,0.109,0.001,0,0,False,50,False
M01896:197:000000000-ANEHB:1:1109:7243:8812_CONS_SUB_SUB,False,12,12,8,4,13,0.1,0.008,13,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:1109:2615:11212_CONS_SUB_SUB_CMP,False,2,2,1,1,11,0.271,0.191,2,1,True,6,False
MISEQ01:3:000000000-ALULJ:1:2108:11594:6122_CONS_SUB_SUB,True,1,1,0,1,13,1.0,1.0,1,0,False,15,False
M00595:3:000000000-ALULJ:1:1109:12037:3932_CONS_SUB_SUB,False,1,1,0,1,4,1.0,1.0,0,0,False,50,False
M00595:3:000000000-ALULJ:1:2112:14291:16636_CONS_SUB_SUB_CMP,False,3,3,1,2,8,0.473,0.015,0,0,False,44,True
M01896:197:000000000-ANEHB:1:1107:23651:12924_CONS_SUB_SUB_CMP,False,1,1,0,1,9,0.102,0.102,0,0,False,11,False
M00595:3:000000000-ALULJ:1:2103:12797:11693_CONS_SUB_SUB,False,8,8,5,3,8,0.075,0.057,15,3,True,34,True
MISEQ01:3:000000000-ALULJ:1:2111:21236:17405_CONS_SUB_SUB,False,3,3,0,3,9,0.77,0.016,1,0,False,30,True
MISEQ01:3:000000000-ALULJ:1:2113:20408:5149_CONS_SUB_SUB,False,6,6,2,4,11,0.158,0.005,3,0,False,6,True
MISEQ01:3:000000000-ALULJ:1:1102:3718:10909_CONS_SUB_SUB,False,6,6,5,1,10,0.213,0.021,0,0,False,24,False
MISEQ01:3:000000000-ALULJ:1:2106:9298:19358_CONS_SUB_SUB,True,1,1,0,1,12,1.0,1.0,1,0,False,6,False
M01896:197:000000000-ANEHB:1:2107:27233:9726_CONS_SUB_SUB,False,8,8,7,1,5,0.323,0.001,0,0,False,43,False
MISEQ01:3:000000000-ALULJ:1:2114:29263:15070_CONS_SUB_SUB,False,1,1,0,1,11,0.164,0.164,1,0,False,45,False
M00595:3:000000000-ALULJ:1:2111:15667:26145_CONS_SUB_SUB,True,1,1,0,1,12,1.0,1.0,1,0,False,6,False
M01896:197:000000000-ANEHB:1:2110:18271:13988_CONS_SUB_SUB_CMP,False,2,2,0,2,11,0.791,0.043,0,0,False,36,False
MISEQ01:3:000000000-ALULJ:1:2104:15911:4459_CONS_SUB_SUB_CMP,False,3,3,1,2,13,0.908,0.002,0,0,False,14,False
M00595:3:000000000-ALULJ:1:1106:8956:10432_CONS_SUB_SUB_CMP,False,2,2,1,1,12,0.39,0.246,0,0,False,6,False
M00595:3:000000000-ALULJ:1:2104:17725:13261_CONS_SUB_SUB,False,1,1,0,1,7,0.246,0.246,0,0,False,50,False
MISEQ01:3:000000000-ALULJ:1:2113:5845:5412_CONS_SUB_SUB,False,7,7,0,7,12,0.39,0.001,0,0,False,22,False
M00595:3:000000000-ALULJ:1:2108:26736:21628_CONS_SUB_SUB,False,6,6,0,6,12,0.078,0.001,0,0,False,50,False
M01896:197:000000000-ANEHB:1:2101:10524:28265_CONS_SUB_SUB_CMP,True,1,1,0,1,12,1.0,1.0,0,0,False,50,False
M01896:197:000000000-ANEHB:1:1106:7335:24755_CONS_SUB_SUB,False,2,2,1,1,13,0.687,0.141,1,0,False,11,False
M01896:197:000000000-ANEHB:1:2104:20603:10301_CONS_SUB_SUB,False,1,1,0,1,11,0.002,0.002,6,3,True,50,False
MISEQ01:3:000000000-ALULJ:1:2107:28433:16020_CONS_SUB_SUB,True,3,3,0,3,11,0.992,0.002,1,0,False,31,False
MISEQ01:3:000000000-ALULJ:1:2112:14568:9084_CONS_SUB_SUB_CMP,False,8,8,0,8,12,0.992,0.001,0,0,False,50,False
M00595:3:000000000-ALULJ:1:2110:20056:6754_CONS_SUB_SUB,False,3,3,2,1,11,0.377,0.019,0,0,False,6,False
M00595:3:000000000-ALULJ:1:2101:11555:27515_CONS_SUB_SUB,False,6,6,3,3,10,0.101,0.002,0,0,False,50,True
MISEQ01:3:000000000-ALULJ:1:2108:3185:9671_CONS_SUB_SUB_CMP,True,1,1,0,1,12,1.0,1.0,1,0,False,6,False
M00595:3:000000000-ALULJ:1:2110:10379:11934_CONS_SUB_SUB,False,4,4,1,3,12,0.35,0.001,0,0,False,50,False
