"OTU_SEQID","NCBI_TAXID","species","genus","family","order","class","phylum","kingdom","TOTAL","X1038.A","X1044.B","X523.A","X1049.E","X1053.H","X1061.B","X560.E","X566.A","X578.A","X1039.A","X1044.C","X1047.B","X544.A","X558.A","X1100.D","X1040.A","X524.A","X1049.G","X1050.G","X547.A","X558.B","X562.A","X567.A","X1099.A","X1102.A","X1041.A","X542.A","X1053.C","X1054.A","X558.C","X1067.A","X571.c","X580.A","X1042.A","X1045.A","X1048.C","X1050.A","X1052.B","X1053.D","X1064.A","X1081.A","X568.A","X580.B","X1043.A","X1045.B","X1049.A","X1050.B","X1052.C","X1053.E","X556.B","X560.A","X1096.D","X573.B","X520.A","X1049.B","X1050.C","X543.A","X553.B","X556.C","X560.B","X575.A","X1044.A","X1046.A","X543.B","X554.A","X1061.A","X560.D","X565.A","X573.A","X1106.B","X1126.C","X1136.B","X1147.F","X457.A","X459.A","X466.C","X471.B","X479.A","X1106.C","X1126.D","X1136.C","X1147.G","X1161.A","X459.B","X467.A","X479.B","X1106.D","X1122.A","X439.A","X1137.A","X1147.H","X1158.A","X457.C","X460.A","X468.A","X479.C","X432.A","X1123.A","X439.B","X443.B","X450.B","X454.B","X1161.C","X1172.A","X1113.A","X1124.A","X1128.A","X443.C","X450.C","X454.C","X1162.A","X1173.A","X471.F","X1113.B","X1125.A","X1131.A","X444.A","X1147.K","X1158.E","X1166.A","X1174.A","X471.G","X1116.A","X1126.A","X1132.A","X1147.D","X456.A","X1158.F","X458.D","X1177.A","X1116.B","X1126.B","X1136.A","X1147.E","X452.C","X1159.A","X458.E","X1179.A","X472.B","X478.B","X511.A","X63.A","X79.A","X87.B","X90.B","X153.A","X159.A","X774.D","X215.D","X223.A","X233.A","X68.A","X79.B","X87.C","X142.A","X153.B","X777.A","X1227.A","X229.B","X234.A","X733.A","X80.A","X87.D","X143.A","X154.A","X773.B","X779.A","X1228.A","X226.A","X229.C","X235.A","X734.A","X87.E","X145.A","X155.A","X263.A","X213.A","X218.A","X221.A","X226.B","X229.D","X236.A","X734.B","X85.A","X766.B","X156.A","X263.B","X779.C","X218.B","X222.A","X226.E","X230.A","X236.B","X735.A","X743.A","X762.C","X767.A","X771.B","X774.A","X779.D","X1229.D","X222.B","X227.A","X237.A","X77.A","X744.A","X89.B","X151.B","X158.A","X774.B","X215.B","X1229.E","X222.C","X227.B","X237.B","X78.A","X747.A","X90.A","X768.A","X158.B","X212.A","X1225.A","X222.D","X232.B","X244.C","X262.C","X272.B","X296.A","X315.A","X369.A","X388.A","X239.B","X245.A","X257.A","X262.D","X278","X293.C","X240.A","X247.A","X260.A","X262.E","X293.D","X326.A","X371.A","X382.A","X240.B","X247.B","X260.B","X262.F","X288.A","X293.E","X326.B","X372.A","X248.A","X260.C","X265.A","X288.B","X294.A","X301.A","X327.A","X393.A","X242.A","X249.A","X261.A","X266.A","X274.C","X291.A","X295.A","X303.A","X328.A","X262.A","X275.A","X312.A","X366.A","X262.B","X272.A","X275.B","X377.A","sample","X725.A","X723.A","X788.C","X724.F","X729.B0","X787.A","X727.A","X724.C","X991.B0","X975.A","X1037.A","X1030.A","X1031.A","X1033.A","X1034.A","X437.A","X436.A","X440.A","X1126.E","X452.A","X441.B0","X1147.L","X446.A","X1147.I","X1158.C","X448.B0","X1137.B0","X443.A","X502.A","X510.B0","X590.A","X482.A","X626.A","X510.A","X596.C","X586.A","X596.D","X510.C","X594.A","X594.B0","X581.A","X499.B0","X499.A","X458.B0","X1168.A","X460.C","X1160.A","X466.A","X1167.A","X1169.A","X458.C","X1171.A","X1170.A","X1161.B0","X812.C","X973.A","X958.A","X961.A","X811.B0","X962.A","X974.A","X953.A","X964.A","X969.A","X957.A","X972.A","X813.A","X956.A","X965.A","X966.A","X967.A","X968.A","X953.D","X812.A","X669.A","X639.A","X649.B0","X649.C","X669.B0","X652.A","X666.D","X649.A","X641.A","X635.A","X645.A","X666.B0","X666.C","X643.A","X1099.D","X1100.A","X1106.A","X571.B0","X1102.B0","X1096.A","X528.A","X519.A","X511.B0","X522.A","X526.A","X527.A","X516.A","X1047.A","X1048.A","X810.A","X801.A","X811.A","X803.A","X807.B0","X808.A","X805.A","X1095.A","X1065.A","X1059.A","X1066.A","X1066.C","X72.A","X737.A","X85.B0","X85.C","X736.A","X87.A","X732.A","X89.A","X738.A","X759.A","X740.A","X71.A","X146.A","X263.D","X152.A","X157.A","X772.A","X764.B0","X773.D","X770.B0","X151.A","X772.C","X164.A","X769.A","X766.A","X765.A","X214.A","X1228.C","X219.A","X212.B0","X220.A","X1228.B0","X1226.A","X215.A","X217.B0","X217.A","X779.B0","X536.A","X533.A","X1052.D","X1053.G","X1052.E","X549.A","X553.A","X541.B0","X1053.A","X1053.B0","X709.C","X720.B0","X709.F","X715.A","X715.B0","X708.B0","X715.C","X722.A","X709.E","X715.D","X708.C","X719.D","X712.C","X720.A","X711.A","X709.D","X712.B0","X715.E","X719.A","X719.B0","X719.C","X712.A","X709.B0","X709.A","X683.A","X704.A","X692.A","X694.A","X695.A","X708.A","X696.A","X674.A","X689.A","X702.A","X686.D","X699.A","X701.A","X682.A","X681.A","X1799.J","X1799.M","X1800.C","X1799.L","X1799.E","X1799.N","X1799.P","X1800.G","X1799.O","X1799.H","X1799.F","X1732.F","X1905.G","X1905.J","X1905.B","X1905.Q","X1807.A","X1905.O","X1809.A","X1905.K","X1802.A","X1803.A","X1804.A","X1806.A","X1905.L","X1754.C","X1755.A","X1755.H","X1755.I2","X1753.D","X1758.B","X1758.M","X1758.O","X1759.A","X1771.G","X1769.F","X1770.D","X1771.A","X1786.A","X1769.E","X1771.E","X1771.F","X1769.G","X1771.D","X1769.H","X1769.A","X1768.E","X1759.F","X1759.G","X1763.A","X1763.I","X1763.J","X1763.K","X1740.A","X1736.A","X1902.G","X1902.Z","X1902.J","X1902.C","X1905.A","X1902.I","X1902.R","X1902.X","X1902.Y","X1902.H","X1902.M","X1902.T","X1902.W","X1764.B","X1764.C","X1765.F","X1765.H","X1753.A","X1764.E","X1787.C","X1794.D","X1790.G","X1790.H","X1786.A1","X1794.E","X1786.B1","X1794.C","X1790.C","X1791.B","X1791.D","X1786.C","X1714.C","X1713.A","X1714.B","X1713.B","X1720.A","X1720.B","X1714.D1","X1714.A","X1717.A","X1719.A","X1751.E","X1929.H","X1752.C","X1752.H","X1931.A","X1931.B","X1932.A","X1917.C1","X1752.B","X1929.J","X1932.B","X1752.P","X1752.Q","X1936.B","X1929.L","X1752.A","X1932.C","X1933.A","X1934.A","X1935.A","X1929.M","X1929.G","X1929.F","X1723.A","X1729.A","X1727.B","X1723.B","X1728.E","X1725.H","X1724.A","X1742.D","X1905.V","X1745.F","X1907.A","X1905.Y","X1906.D","X1743.E","X1906.E","X1905.R","X1742.F","X1905.X","X1744.B","X1906.G","X1905.S","X1906.L","X1745.E","X1906.M","X1905.Z","X1742.E","X1905.W","X1906.B","X1906.K","X1906.A","X1905.U","X1804.B","X1805.A","X1810.B","X1811.A","X1811.B","X1902.A","X1804.D","X1815.A","X1901.E","X1810.A3","X1805.B","X1804.C","X1810.A2","X1901.B","X1901.C","X1901.D","X1803.D","X1803.C","X1747.M","X1916.B3","X1751.A2","X1748.C","X1916.E","X1915.I","X1749.A","X1917.D1","X1751.A3","X1929.C","X1748.B","X1917.D2","X1916.A","X1750.A","X1928.B","X1917.B2","X1751.A1","X1929.A","X1916.F","X1747.N","X1916.C","X1917.D3","X1927.A","X1927.B","X1928.A","X1917.A","X1747.L","X1916.B2","X1916.B1","X168.A","X190.A","X174.A","X139.A","X193.A","X185.A","X165.A","X188.B","X181.A","X189.A","X177.A","X170.A","X180.A","X186.A","X187.A","X188.A","X197.A","X203.A","X203.B","X194.A","X203.C","X336.A","X332.A","X332.B","X200.A","X197.B","X203.E","X204.A","X209.A","X230.A.1","X196.A","X344.A","X411.A","X349.A","X352.A","X352.B","X336.B","X352.C","X412.A","X347.A","X356.A","X406.A","X351.A","X408.A","X350.A","X346.A","X350.C","X359.A","X400.A","X401.A","X403.A","X350.B","X341.A","X340.A","X1762.A","X426.B","X413.A","X427.A","X1767.A","X428.A","X416.A","X1748.A","X1752.J","X1751.F","X425.C","X420.A","X1746.B2","X1915.G","X1746.D","X1910.D","X1911.C","X1746.J","X1911.D","X1907.C","X1915.H","X1910.C","X1746.L","X1747.E","X1915.E","X1911.B","X1915.F","X1911.A","X1915.A","X1915.B","X1910.F","X1907.G","X1907.F","X1794.A","X1798.O","X1799.B","X1798.E","X1769.D","X1770.A","X1790.A","X1798.S","X1791.C","X1798.P","X1798.R","X1770.B","X1789.A","X1789.C","X1798.J","X1796.C","X1796.F","X1797.C","X1797.D","X1797.E","X1795.A","X1798.D","X1797.A","X1796.G","X1796.D","X1796.I","X1797.F","X1797.G","X1798.B","X1798.C","X1796.B","X1795.B","X847.A","X883.A","X860.A","X870.A","X871.A","X872.A","X884.A","X849.A","X866.A","X861.A","X848.A","X880.A","X846.A","X845.A","X1669.E","X1669.G","X815.F","X817.B","X817.C","X818.B","X817.D","X815.A","X815.E","X817.E","X1683.B","X1675.I","X1682.C2","X1682.C3","X1682.D","X1683.C","X1675.H","X1682.E","X1675.C","X1682.J","X1682.C1","X1683.A","X1675.J","X1675.G","X1682.B","X1682.G","X1682.H","X1982.I","X1675.E","X1675.D","X933.A","X932.A","X928.A","X941.A","X925.A","X831.A","X828.A","X830.A","X831.B","X818.I","X830.C","X830.H","X827.A","X830.I","X824.A","X818.H","X826.A","X830.D","X830.G","X1654.E","X1655.C","X1657.B","X1657.L","X1654.B","X1657.I","X1657.J","X1656.B","X1657.G","X1654.D","X1654.C","X1751.E.1","X1752.R","X1752.C.1","X1752.H.1","X1751.B1","X1752.J.1","X1752.S","X1752.B.1","X1752.K","X1751.B2","X1752.P.1","X1752.G","X1752.Q.1","X1752.D","X1752.A.1","X1752.F","X1752.L","X1752.M","X1752.N","X1752.O","X1752.E","X1751.D","X1751.C","X1666.B","X1667.E","X1666.D","X1666.F","X1745.F.1","X1742.G","X1743.D","X1743.E.1","X1744.A","X1745.G","X1742.F.1","X1744.B.1","X1745.D","X1743.C3","X1745.E.1","X1743.B","X1742.E.1","X1743.C2","X1744.C","X1745.A","X1745.B","X1745.C","X890.A","X897.A","X885.A","X886.A","X896.A","X891.A","X904.A","X889.A","X1747.M.1","X1751.A2.1","X1748.C.1","X1748.G","X1748.H","X1749.A.1","X1751.A3.1","X1748.B.1","X1749.B","X1747.J","X1750.A.1","X1748.F","X1751.A1.1","X1748.D1","X1747.N.1","X1748.E","X1749.D","X1749.F","X1748.D2","X1747.L.1","X1747.K","X1746.B2.1","X1747.G","X1746.D.1","X1746.I","X1746.J.1","X1745.H","X1746.K","X1747.H","X1746.C","X1746.L.1","X1745.I","X1747.E.1","X1746.H","X1747.F","X1746.E","X1746.B3","X1746.G","X1746.A","X1747.B","X1747.C","X1747.D","X1746.B","X1746.A.1","X834.O","X835.C","X837.A","X837.B","X834.K","X837.C","X840.A2","X837.D","X835.I","X835.D","X835.A","X837.E","X837.G","X837.H","X831.G","X834.I","X832.B","X832.H","X834.A","X834.B","X831.D","X832.F","X834.H","X834.C","X834.F","X831.F","X831.E","infraclass","subclass","superclass","subphylum","superkingdom","superfamily","infraorder","suborder","superorder","subkingdom","subfamily","tribe","parvorder"
"M00595:3:000000000-ALULJ:1:2113:28235:14185_CONS_SUB_SUB_CMP",30850,"","","Lutjanidae","","Actinopteri","Chordata","Metazoa",283260,4,0,1,11,3,1,0,8,2,0,9,0,0,4,0,2,0,10,1,14,0,1,11,0,6,65,4,15,69,2,4,4,6,2,3,15,34,18,55,2,12,10,55,9,11,0,23,19,10,6,10,8,13,2,1,1,17,2,0,3,8,2,2,6,4,2,3,0,2,167,63,48,6,7,1,4,2,1,15,17,10,402,1,10,0,0,128,27,295,71,13,25,4,1,8,2,11144,101,720,6329,44,24,231,5,349,236,6012,630,128,125,22,16,7,142,345,342,1456,139,14,24,21,13,27,205,38,16,100,21,2,8,103,83,50,28,51,23,3,5,3,2,3,7,0,1,9,1,3,13,4,5,1,1,8,0,1,16,2,14,2,0,4,1,6,7,5,4,7,5,0,0,0,130,10,226,6,10,296,12,21,59,3,2,17,3,23,9,69,40,17,57,4,8,11,17,13,5,26,18,9,40,19,6,8,1,1,9,0,0,24,1,3,23,2,0,0,3,2,2,6,2,6,9,3,1,1,1,0,0,0,0,0,0,4,0,0,0,2,2,0,4,0,8,7,0,0,90,0,1,20,3,202,5,11,3,10,3,9,18,8,30,4,11,10,2,1,6,0,18,10,6,0,1,6,3,1,2,0,0,0,7,42,0,21,2,2,1,3,23,11,0,4,0,12,2,10763,4675,411,3750,2619,11793,1338,4872,3553,1147,173413,591,4299,28,28,102,212,7,71,24,171,17,8,38,8,2327,24,111,28,25,248,154,29,68,6,6,6,1638,77,36,34,292,69,175,38,6,60,34,17,130,10,6,12,23,3,177,27,2063,108,21,16,199,58,3,30,26,118,7,6,5,117,19,1191,29,12,6,1,15,25,21,189,104,39,10,7,8,10,93,4,3,2,5,2,4,5,0,3,0,3,9,32,21,70,33,60,44,2,10,7,155,1774,18,24,24,26,55,27,3,10,89,4,17,88,935,13,45,32,235,60,119,33,92,9,1,8,1498,14,34,144,30,1,33,22,10,8,8,139,86,69,57,741,178,386,100,16,174,113,8,46,390,38,17,7,18,53,22,413,68,4414,40,173,28,30,204,63,39,3,52,2,78,6,3,21,112,13,55,1,0,2,0,0,2,2,0,0,0,0,0,1,0,10,0,5,0,1,0,0,11,4,0,0,0,7,0,10,3,0,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,71,0,11,1,4,0,0,0,1,0,3,15,0,0,0,0,0,0,0,0,0,0,1,0,16,7,0,0,0,1,9,0,0,0,3,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,8,0,0,0,0,0,1,0,0,4,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,2,31,16,2,0,0,0,5,0,0,0,8,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,8,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,192,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,28,0,5,15,2,0,6,92,13,40,1,1,0,0,0,0,0,1,0,2,2,5,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,2,0,0,0,0,4,0,0,0,0,0,0,15,0,0,4,5,4,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,13,0,0,1,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"Teleostei","Neopterygii","Actinopterygii","Craniata","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA
"MISEQ01:3:000000000-ALULJ:1:1106:23107:15719_CONS_SUB_SUB_CMP",1311425,"Caulolatilus intermedius","Caulolatilus","Malacanthidae","Perciformes","Actinopteri","Chordata","Metazoa",162804,36,93,25,23,1,23,2,4,0,15,35,170,38,5,6,76,192,102,101,609,1,12,12,6,29,40,15,73,4,0,3,4,4,443,923,158,606,1983,210,28,2,128,9,97,13103,45,113,6252,73,6,284,23,720,82,197,6891,86,28,22,7,13,293,67,69,20,21,1,0,4,22,10,5,50,3,43,1,1,2,10,35,6,3,3,3,4,5,55,16,108,11,1,37,3,2,20,15,67,8,22,16,5,12,6,1,607,313,34,176,107,8,94,55,63,108,2972,33,32,881,13,18,540,5,312,38,17,96,13,2,65,5,343,28,12,100,9,1,69,5,30,4,2,8,48,2,84,291,70,12,79,2,1,3,3,9,40,129,5,15,1,3,13,5,19,217,46,392,34,8,5,3,6,7,8,141,50,81,29,8,16,8,1,0,164,85,6510,815,131,329,169,20,51,44,6,25,806,8,1136,32225,385,45,1684,10,9,1,56,12,4,406,241,78,122,31,8,21,1,76,14,2,7444,196,44,198,4,3,25,0,4,5801,33,2,1,1,0,5,2,0,216,6,1,16,2,439,154,1,1,14,0,9,2,1,1418,55,0,47,11,13,2,6774,6704,88,0,16,485,5,7,136,1,176,4035,40,1,4,109,40,0,12,2,5,0,0,5,5,2,3,2,0,4,2,0,1,3,3,1,4,24,14,10,27,73,31,274,19,20,79,163,38,1456,16,8,38,14,9,8,11,12,11,2,38,6,67,15,506,4,2,9,3,33,3,3,0,0,21,209,5,82,26,15,6,76,12,5,23,6,5,8,1,0,26,6,29,42,51,416,47,3,19,19,15,17,7,4,0,1,0,14,15,32,6,25,5,1,10,120,80,23,12,14,18,84,2,31,65,30,22,9,2,3,4,10,2,0,0,4,3,5,5,28,76,3,15,14,6,1,18,29,6,107,3158,60,305,448,245,438,79,8,864,107,569,202,9875,8,13,15,5,49,2,2,0,1,36,5,49,57,9475,956,120,41,354,6,72,524,32,228,7,49,73,23,228,20,7,54,23,21,27,14,2,1,7,71,7,51,78,134,28,970,4,68,20,18,63,9,14,6,4,3,4,21,16,5,239,18,0,15,0,0,4,27,0,0,0,6,0,3,0,4,0,9,0,1,0,2,3,8,2,0,0,24,1,5,1,0,8,2,2,0,3,57,0,1,0,1,2,3,0,0,0,6,3,1,4,11,1,8,0,0,2,1,0,7,0,0,1,0,2,1,7,4,0,1,0,3,0,0,2,17,0,5,1,8,1,8,0,0,17,10,22,0,0,0,0,0,0,0,0,0,0,7,0,15,45,0,15,0,5,13,0,0,5,3,0,12,4,1,0,2,0,0,34,45,0,0,0,0,0,0,0,2,0,1,0,0,0,37,0,0,32,0,2,0,0,0,3,0,0,4,0,0,1,0,0,8,0,0,8,3,0,11,0,1,0,8,5,8,1,0,0,0,10,12,0,0,18,0,1,0,0,0,0,2,0,0,1,0,3,1,0,5,6,0,0,0,1,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,0,5,0,0,276,0,0,0,0,4,0,0,0,0,8,0,0,0,7,5,0,3,41,1,0,0,13,0,6,8,27,1,9,0,40,15,1,0,1,0,3,13,0,9,6,20,3,0,11,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,8,0,1,0,3,0,0,0,0,11,0,1,0,0,7,0,18,0,18,9,9,8,4,0,0,0,3,0,0,0,0,10,0,0,11,0,0,0,0,0,0,2,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,8,0,4,0,0,7,0,1,0,6,0,19,0,5,1,5,13,0,0,0,3,2,12,4,11,19,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Teleostei","Neopterygii","Actinopterygii","Craniata","Eukaryota",NA,NA,NA,NA,NA,"Latilinae",NA,NA
"M00595:3:000000000-ALULJ:1:1110:25642:16455_CONS_SUB_SUB_CMP",40511,"Pristipomoides aquilonaris","Pristipomoides","Lutjanidae","Perciformes","Actinopteri","Chordata","Metazoa",119194,10,0,10,60,12,2,8,88,50,5,0,7,11,2,333,50,9,280,8,33,9,13,338,208,64,4,7,18,0,4,2,12,29,54,10,12,212,22,53,4,7,384,104,1,75,3,3,308,13,0,89,13,493,15,20,47,80,60,12,16,145,19,8,21,164,22,3,35,6493,2706,156,47,1,42,2,7,9,4,800,114,13,10,19,5,19,6,13710,127,195,182,9,32,202,6,27,10,80,76,139,9,3,10,3,3,15361,245,373,175,19,33,203,11,47,106,2062,95,2,172,16,4,198,2,2327,565,423,39,45,40,44,43,6318,165,975,68,10,91,67,5,31,4,36,23,0,10,62,0,27,55,2,11,2,6,3,13,17,16,16,16,4,1,129,5,9,300,17,34,256,19,49,4,7,1,9,9,6,14,7,8,16,0,2,5,99,10,325,32,55,266,22,67,43,5,8,2,148,6,6,311,19,8,347,17,0,3,23,29,30,43,75,62,43,80,64,4,17,61,4,67,150,23,187,102,158,5,0,4,0,16,778,5,1,5,2,5,1,2,83,72,3,12,14,1304,1133,11,1,2,3,6,0,3,56,594,1,7,9,22,3,1153,180,3119,1,0,86,4,0,15,4,38,14235,895,18,8,4385,3995,43,9,0,5,0,7,0,3,1,2,0,0,0,1,0,2,0,5,1,0,21,39,1,12,484,13,72,18,171,17,58,4,262,38,82,350,30,443,14,20,88,2,47,1215,2,76,14,159,2,22,11,5,17,2,23,14,0,8,59,10,4,27,114,5,23,18,7,22,5,44,1,24,2,75,2,4,6,16,60,37,2197,297,348,50,118,33,1571,114,661,11,23,43,141,5853,429,429,6,72,1733,4,6,3,15,3,0,11,54,5,1,7,5,3,3,0,20,55,9,1,159,1,3,35,92,7,5,21,2,0,15,3,12,1,5,8,21,107,24,2,6,21,12,54,3,16,5,52,9,11,84,4,15,16,13,4,1,9,2,7,2,19,16,23,5,1,0,1,6,10,11,48,27,219,7,30,22,8,18,1,8,53,1,31,21,4,106,2,6,6,29,6,103,18,6,32,162,27,13,29,1,38,3,612,70,7,8,76,0,0,9,0,1,3,10,0,0,0,5,0,1,0,5,0,7,0,5,0,3,2,7,1,0,0,12,1,10,3,0,8,0,3,0,1,0,0,0,5,9,0,3,0,0,0,2,3,0,4,8,1,2,0,0,0,0,0,12,0,0,0,3,1,2,4,0,0,0,0,0,0,0,0,48,0,0,1,2,0,1,0,0,0,5,15,0,0,2,0,0,0,0,0,0,0,0,0,12,35,0,7,0,2,3,0,0,4,1,0,6,10,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,13,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,3,16,6,0,0,0,1,8,3,0,0,5,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,7,0,1,0,2,0,0,1,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,1,69,0,0,0,0,7,0,0,0,0,4,0,0,0,0,8,0,2,13,3,0,0,0,0,5,2,19,0,5,0,6,0,43,8,0,0,1,6,0,9,118,9,4,0,6,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,1,0,0,0,5,0,0,0,0,29,0,1,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,1,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,8,0,0,0,3,0,0,7,0,0,0,0,1,28,4,4,13,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,"Teleostei","Neopterygii","Actinopterygii","Craniata","Eukaryota",NA,NA,NA,NA,NA,"Etelinae",NA,NA
