"OTU_SEQID","NCBI_TAXID","species","genus","family","order","class","phylum","kingdom","TOTAL","X1038.A","X1044.B","X523.A","X1049.E","X1053.H","X1061.B","X560.E","X566.A","X578.A","X1039.A","X1044.C","X1047.B","X544.A","X558.A","X1100.D","X1040.A","X524.A","X1049.G","X1050.G","X547.A","X558.B","X562.A","X567.A","X1099.A","X1102.A","X1041.A","X542.A","X1053.C","X1054.A","X558.C","X1067.A","X571.c","X580.A","X1042.A","X1045.A","X1048.C","X1050.A","X1052.B","X1053.D","X1064.A","X1081.A","X568.A","X580.B","X1043.A","X1045.B","X1049.A","X1050.B","X1052.C","X1053.E","X556.B","X560.A","X1096.D","X573.B","X520.A","X1049.B","X1050.C","X543.A","X553.B","X556.C","X560.B","X575.A","X1044.A","X1046.A","X543.B","X554.A","X1061.A","X560.D","X565.A","X573.A","X1106.B","X1126.C","X1136.B","X1147.F","X457.A","X459.A","X466.C","X471.B","X479.A","X1106.C","X1126.D","X1136.C","X1147.G","X1161.A","X459.B","X467.A","X479.B","X1106.D","X1122.A","X439.A","X1137.A","X1147.H","X1158.A","X457.C","X460.A","X468.A","X479.C","X432.A","X1123.A","X439.B","X443.B","X450.B","X454.B","X1161.C","X1172.A","X1113.A","X1124.A","X1128.A","X443.C","X450.C","X454.C","X1162.A","X1173.A","X471.F","X1113.B","X1125.A","X1131.A","X444.A","X1147.K","X1158.E","X1166.A","X1174.A","X471.G","X1116.A","X1126.A","X1132.A","X1147.D","X456.A","X1158.F","X458.D","X1177.A","X1116.B","X1126.B","X1136.A","X1147.E","X452.C","X1159.A","X458.E","X1179.A","X472.B","X478.B","X511.A","X63.A","X79.A","X87.B","X90.B","X153.A","X159.A","X774.D","X215.D","X223.A","X233.A","X68.A","X79.B","X87.C","X142.A","X153.B","X777.A","X1227.A","X229.B","X234.A","X733.A","X80.A","X87.D","X143.A","X154.A","X773.B","X779.A","X1228.A","X226.A","X229.C","X235.A","X734.A","X87.E","X145.A","X155.A","X263.A","X213.A","X218.A","X221.A","X226.B","X229.D","X236.A","X734.B","X85.A","X766.B","X156.A","X263.B","X779.C","X218.B","X222.A","X226.E","X230.A","X236.B","X735.A","X743.A","X762.C","X767.A","X771.B","X774.A","X779.D","X1229.D","X222.B","X227.A","X237.A","X77.A","X744.A","X89.B","X151.B","X158.A","X774.B","X215.B","X1229.E","X222.C","X227.B","X237.B","X78.A","X747.A","X90.A","X768.A","X158.B","X212.A","X1225.A","X222.D","X232.B","X244.C","X262.C","X272.B","X296.A","X315.A","X369.A","X388.A","X239.B","X245.A","X257.A","X262.D","X278","X293.C","X240.A","X247.A","X260.A","X262.E","X293.D","X326.A","X371.A","X382.A","X240.B","X247.B","X260.B","X262.F","X288.A","X293.E","X326.B","X372.A","X248.A","X260.C","X265.A","X288.B","X294.A","X301.A","X327.A","X393.A","X242.A","X249.A","X261.A","X266.A","X274.C","X291.A","X295.A","X303.A","X328.A","X262.A","X275.A","X312.A","X366.A","X262.B","X272.A","X275.B","X377.A","sample","X725.A","X723.A","X788.C","X724.F","X729.B0","X787.A","X727.A","X724.C","X991.B0","X975.A","X1037.A","X1030.A","X1031.A","X1033.A","X1034.A","X437.A","X436.A","X440.A","X1126.E","X452.A","X441.B0","X1147.L","X446.A","X1147.I","X1158.C","X448.B0","X1137.B0","X443.A","X502.A","X510.B0","X590.A","X482.A","X626.A","X510.A","X596.C","X586.A","X596.D","X510.C","X594.A","X594.B0","X581.A","X499.B0","X499.A","X458.B0","X1168.A","X460.C","X1160.A","X466.A","X1167.A","X1169.A","X458.C","X1171.A","X1170.A","X1161.B0","X812.C","X973.A","X958.A","X961.A","X811.B0","X962.A","X974.A","X953.A","X964.A","X969.A","X957.A","X972.A","X813.A","X956.A","X965.A","X966.A","X967.A","X968.A","X953.D","X812.A","X669.A","X639.A","X649.B0","X649.C","X669.B0","X652.A","X666.D","X649.A","X641.A","X635.A","X645.A","X666.B0","X666.C","X643.A","X1099.D","X1100.A","X1106.A","X571.B0","X1102.B0","X1096.A","X528.A","X519.A","X511.B0","X522.A","X526.A","X527.A","X516.A","X1047.A","X1048.A","X810.A","X801.A","X811.A","X803.A","X807.B0","X808.A","X805.A","X1095.A","X1065.A","X1059.A","X1066.A","X1066.C","X72.A","X737.A","X85.B0","X85.C","X736.A","X87.A","X732.A","X89.A","X738.A","X759.A","X740.A","X71.A","X146.A","X263.D","X152.A","X157.A","X772.A","X764.B0","X773.D","X770.B0","X151.A","X772.C","X164.A","X769.A","X766.A","X765.A","X214.A","X1228.C","X219.A","X212.B0","X220.A","X1228.B0","X1226.A","X215.A","X217.B0","X217.A","X779.B0","X536.A","X533.A","X1052.D","X1053.G","X1052.E","X549.A","X553.A","X541.B0","X1053.A","X1053.B0","X709.C","X720.B0","X709.F","X715.A","X715.B0","X708.B0","X715.C","X722.A","X709.E","X715.D","X708.C","X719.D","X712.C","X720.A","X711.A","X709.D","X712.B0","X715.E","X719.A","X719.B0","X719.C","X712.A","X709.B0","X709.A","X683.A","X704.A","X692.A","X694.A","X695.A","X708.A","X696.A","X674.A","X689.A","X702.A","X686.D","X699.A","X701.A","X682.A","X681.A","X1799.J","X1799.M","X1800.C","X1799.L","X1799.E","X1799.N","X1799.P","X1800.G","X1799.O","X1799.H","X1799.F","X1732.F","X1905.G","X1905.J","X1905.B","X1905.Q","X1807.A","X1905.O","X1809.A","X1905.K","X1802.A","X1803.A","X1804.A","X1806.A","X1905.L","X1754.C","X1755.A","X1755.H","X1755.I2","X1753.D","X1758.B","X1758.M","X1758.O","X1759.A","X1771.G","X1769.F","X1770.D","X1771.A","X1786.A","X1769.E","X1771.E","X1771.F","X1769.G","X1771.D","X1769.H","X1769.A","X1768.E","X1759.F","X1759.G","X1763.A","X1763.I","X1763.J","X1763.K","X1740.A","X1736.A","X1902.G","X1902.Z","X1902.J","X1902.C","X1905.A","X1902.I","X1902.R","X1902.X","X1902.Y","X1902.H","X1902.M","X1902.T","X1902.W","X1764.B","X1764.C","X1765.F","X1765.H","X1753.A","X1764.E","X1787.C","X1794.D","X1790.G","X1790.H","X1786.A1","X1794.E","X1786.B1","X1794.C","X1790.C","X1791.B","X1791.D","X1786.C","X1714.C","X1713.A","X1714.B","X1713.B","X1720.A","X1720.B","X1714.D1","X1714.A","X1717.A","X1719.A","X1751.E","X1929.H","X1752.C","X1752.H","X1931.A","X1931.B","X1932.A","X1917.C1","X1752.B","X1929.J","X1932.B","X1752.P","X1752.Q","X1936.B","X1929.L","X1752.A","X1932.C","X1933.A","X1934.A","X1935.A","X1929.M","X1929.G","X1929.F","X1723.A","X1729.A","X1727.B","X1723.B","X1728.E","X1725.H","X1724.A","X1742.D","X1905.V","X1745.F","X1907.A","X1905.Y","X1906.D","X1743.E","X1906.E","X1905.R","X1742.F","X1905.X","X1744.B","X1906.G","X1905.S","X1906.L","X1745.E","X1906.M","X1905.Z","X1742.E","X1905.W","X1906.B","X1906.K","X1906.A","X1905.U","X1804.B","X1805.A","X1810.B","X1811.A","X1811.B","X1902.A","X1804.D","X1815.A","X1901.E","X1810.A3","X1805.B","X1804.C","X1810.A2","X1901.B","X1901.C","X1901.D","X1803.D","X1803.C","X1747.M","X1916.B3","X1751.A2","X1748.C","X1916.E","X1915.I","X1749.A","X1917.D1","X1751.A3","X1929.C","X1748.B","X1917.D2","X1916.A","X1750.A","X1928.B","X1917.B2","X1751.A1","X1929.A","X1916.F","X1747.N","X1916.C","X1917.D3","X1927.A","X1927.B","X1928.A","X1917.A","X1747.L","X1916.B2","X1916.B1","X168.A","X190.A","X174.A","X139.A","X193.A","X185.A","X165.A","X188.B","X181.A","X189.A","X177.A","X170.A","X180.A","X186.A","X187.A","X188.A","X197.A","X203.A","X203.B","X194.A","X203.C","X336.A","X332.A","X332.B","X200.A","X197.B","X203.E","X204.A","X209.A","X230.A.1","X196.A","X344.A","X411.A","X349.A","X352.A","X352.B","X336.B","X352.C","X412.A","X347.A","X356.A","X406.A","X351.A","X408.A","X350.A","X346.A","X350.C","X359.A","X400.A","X401.A","X403.A","X350.B","X341.A","X340.A","X1762.A","X426.B","X413.A","X427.A","X1767.A","X428.A","X416.A","X1748.A","X1752.J","X1751.F","X425.C","X420.A","X1746.B2","X1915.G","X1746.D","X1910.D","X1911.C","X1746.J","X1911.D","X1907.C","X1915.H","X1910.C","X1746.L","X1747.E","X1915.E","X1911.B","X1915.F","X1911.A","X1915.A","X1915.B","X1910.F","X1907.G","X1907.F","X1794.A","X1798.O","X1799.B","X1798.E","X1769.D","X1770.A","X1790.A","X1798.S","X1791.C","X1798.P","X1798.R","X1770.B","X1789.A","X1789.C","X1798.J","X1796.C","X1796.F","X1797.C","X1797.D","X1797.E","X1795.A","X1798.D","X1797.A","X1796.G","X1796.D","X1796.I","X1797.F","X1797.G","X1798.B","X1798.C","X1796.B","X1795.B","X847.A","X883.A","X860.A","X870.A","X871.A","X872.A","X884.A","X849.A","X866.A","X861.A","X848.A","X880.A","X846.A","X845.A","X1669.E","X1669.G","X815.F","X817.B","X817.C","X818.B","X817.D","X815.A","X815.E","X817.E","X1683.B","X1675.I","X1682.C2","X1682.C3","X1682.D","X1683.C","X1675.H","X1682.E","X1675.C","X1682.J","X1682.C1","X1683.A","X1675.J","X1675.G","X1682.B","X1682.G","X1682.H","X1982.I","X1675.E","X1675.D","X933.A","X932.A","X928.A","X941.A","X925.A","X831.A","X828.A","X830.A","X831.B","X818.I","X830.C","X830.H","X827.A","X830.I","X824.A","X818.H","X826.A","X830.D","X830.G","X1654.E","X1655.C","X1657.B","X1657.L","X1654.B","X1657.I","X1657.J","X1656.B","X1657.G","X1654.D","X1654.C","X1751.E.1","X1752.R","X1752.C.1","X1752.H.1","X1751.B1","X1752.J.1","X1752.S","X1752.B.1","X1752.K","X1751.B2","X1752.P.1","X1752.G","X1752.Q.1","X1752.D","X1752.A.1","X1752.F","X1752.L","X1752.M","X1752.N","X1752.O","X1752.E","X1751.D","X1751.C","X1666.B","X1667.E","X1666.D","X1666.F","X1745.F.1","X1742.G","X1743.D","X1743.E.1","X1744.A","X1745.G","X1742.F.1","X1744.B.1","X1745.D","X1743.C3","X1745.E.1","X1743.B","X1742.E.1","X1743.C2","X1744.C","X1745.A","X1745.B","X1745.C","X890.A","X897.A","X885.A","X886.A","X896.A","X891.A","X904.A","X889.A","X1747.M.1","X1751.A2.1","X1748.C.1","X1748.G","X1748.H","X1749.A.1","X1751.A3.1","X1748.B.1","X1749.B","X1747.J","X1750.A.1","X1748.F","X1751.A1.1","X1748.D1","X1747.N.1","X1748.E","X1749.D","X1749.F","X1748.D2","X1747.L.1","X1747.K","X1746.B2.1","X1747.G","X1746.D.1","X1746.I","X1746.J.1","X1745.H","X1746.K","X1747.H","X1746.C","X1746.L.1","X1745.I","X1747.E.1","X1746.H","X1747.F","X1746.E","X1746.B3","X1746.G","X1746.A","X1747.B","X1747.C","X1747.D","X1746.B","X1746.A.1","X834.O","X835.C","X837.A","X837.B","X834.K","X837.C","X840.A2","X837.D","X835.I","X835.D","X835.A","X837.E","X837.G","X837.H","X831.G","X834.I","X832.B","X832.H","X834.A","X834.B","X831.D","X832.F","X834.H","X834.C","X834.F","X831.F","X831.E","superfamily","infraorder","suborder","superorder","subclass","subphylum","superkingdom","infraclass","superclass","subfamily","subkingdom","tribe","parvorder"
"M00595:3:000000000-ALULJ:1:2113:28235:14185_CONS_SUB_SUB_CMP",30850,"","","Lutjanidae","","Actinopteri","Chordata","Metazoa",566520,8,0,2,22,6,2,0,16,4,0,18,0,0,8,0,4,0,20,2,28,0,2,22,0,12,130,8,30,138,4,8,8,12,4,6,30,68,36,110,4,24,20,110,18,22,0,46,38,20,12,20,16,26,4,2,2,34,4,0,6,16,4,4,12,8,4,6,0,4,334,126,96,12,14,2,8,4,2,30,34,20,804,2,20,0,0,256,54,590,142,26,50,8,2,16,4,22288,202,1440,12658,88,48,462,10,698,472,12024,1260,256,250,44,32,14,284,690,684,2912,278,28,48,42,26,54,410,76,32,200,42,4,16,206,166,100,56,102,46,6,10,6,4,6,14,0,2,18,2,6,26,8,10,2,2,16,0,2,32,4,28,4,0,8,2,12,14,10,8,14,10,0,0,0,260,20,452,12,20,592,24,42,118,6,4,34,6,46,18,138,80,34,114,8,16,22,34,26,10,52,36,18,80,38,12,16,2,2,18,0,0,48,2,6,46,4,0,0,6,4,4,12,4,12,18,6,2,2,2,0,0,0,0,0,0,8,0,0,0,4,4,0,8,0,16,14,0,0,180,0,2,40,6,404,10,22,6,20,6,18,36,16,60,8,22,20,4,2,12,0,36,20,12,0,2,12,6,2,4,0,0,0,14,84,0,42,4,4,2,6,46,22,0,8,0,24,4,21526,9350,822,7500,5238,23586,2676,9744,7106,2294,346826,1182,8598,56,56,204,424,14,142,48,342,34,16,76,16,4654,48,222,56,50,496,308,58,136,12,12,12,3276,154,72,68,584,138,350,76,12,120,68,34,260,20,12,24,46,6,354,54,4126,216,42,32,398,116,6,60,52,236,14,12,10,234,38,2382,58,24,12,2,30,50,42,378,208,78,20,14,16,20,186,8,6,4,10,4,8,10,0,6,0,6,18,64,42,140,66,120,88,4,20,14,310,3548,36,48,48,52,110,54,6,20,178,8,34,176,1870,26,90,64,470,120,238,66,184,18,2,16,2996,28,68,288,60,2,66,44,20,16,16,278,172,138,114,1482,356,772,200,32,348,226,16,92,780,76,34,14,36,106,44,826,136,8828,80,346,56,60,408,126,78,6,104,4,156,12,6,42,224,26,110,2,0,4,0,0,4,4,0,0,0,0,0,2,0,20,0,10,0,2,0,0,22,8,0,0,0,14,0,20,6,0,30,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,0,2,0,0,0,0,0,12,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,142,0,22,2,8,0,0,0,2,0,6,30,0,0,0,0,0,0,0,0,0,0,2,0,32,14,0,0,0,2,18,0,0,0,6,0,0,6,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,16,0,0,0,0,0,2,0,0,8,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,4,62,32,4,0,0,0,10,0,0,0,16,0,0,0,0,2,0,12,2,0,0,0,0,0,0,0,16,0,0,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,384,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,56,0,10,30,4,0,12,184,26,80,2,2,0,0,0,0,0,2,0,4,4,10,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,0,4,0,0,0,0,8,0,0,0,0,0,0,30,0,0,8,10,8,2,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,2,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,0,0,0,4,4,0,0,0,0,0,26,0,0,2,4,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,NA,NA,NA,NA,"Neopterygii","Craniata","Eukaryota","Teleostei","Actinopterygii",NA,NA,NA,NA
"MISEQ01:3:000000000-ALULJ:1:2106:9298:19358_CONS_SUB_SUB",1459834,"Prionotus alatus","Prionotus","Triglidae","Perciformes","Actinopteri","Chordata","Metazoa",338958,8,0,8,48,18,6,14,14,14,6,14,8,26,6,18,8,16,54,190,16,50,8,30,140,6,6,186,194,6,50,50,112,114,14,338,20,70,1840,102,500,26,24,62,4,84,0,10,408,6,6,100,14,256,22,6,14,130,28,2,32,92,6,16,100,262,4,36,46,160,1646,1070,24,4,228,2,2,8,2,400,1718,12,34,2,28,16,6,2254,12022,898,58,212,10,20,178,4,4,1106,11046,14106,16,162,166,12,138,2422,120618,9452,48,1546,84,28,1074,10,482,21942,190,2,306,4,4,208,2,646,10102,3536,8,84,28,6,52,756,7130,23606,22,80,160,6,40,4,8,44,34,4,10,42,2,16,46,2,2,6,4,24,8,10,54,14,54,4,8,12,116,18,60,178,32,70,164,10,38,2,14,74,24,146,226,18,160,172,6,32,38,18,910,66,2046,152,48,1606,74,4,262,22,6,182,2,26,444,2,6,338,6,0,0,10,46,34,8,142,48,16,134,28,4,12,2,56,92,22,116,274,32,172,24,0,8,0,4,10,0,0,2,8,6,0,0,4,20,72,6,0,32,10,2,14,8,72,62,0,16,10,88,0,504,42,6,6,20,890,48,6,2,146,0,0,24,0,6,242,4,4,12,60,28,88,2,12,2,0,4,6,2,12,4,4,0,2,4,2,0,4,4,16,4,634,358,1574,1500,1674,104,70,64,362,202,470,44,148,622,394,27234,722,1480,344,1652,3972,594,156,2010,208,7000,454,830,14,12,54,18,6,6,6,2,4,98,12,60,102,106,694,36,20,20,20,66,32,134,42,2,2,40,12,168,78,164,38,68,158,86,360,20,32,22,80,4,0,6,88,48,190,164,10,4,2,14,12,62,56,24,72,20,22,10,34,80,26,6,12,18,14,18,10,2,6,0,4,6,26,12,462,42,14,30,0,36,10,106,106,10,22,52,12,268,14,4,16,50,0,32,74,72,10,4,8,58,266,18,18,54,2,2,2,74,4,26,30,24,18,62,38,20,0,8,114,62,168,42,260,1008,66,64,46,32,130,2,60,216,40,18,0,14,86,26,224,124,288,42,100,32,52,78,400,12,24,44,0,38,22,4,42,66,10,22,2,0,4,0,0,8,32,0,0,0,14,0,6,0,32,0,24,0,4,0,18,38,10,14,0,0,8,4,6,10,0,20,4,8,0,0,4,0,0,0,8,0,6,2,2,0,0,4,0,18,8,2,14,0,0,4,22,10,10,0,0,14,4,0,8,8,0,0,0,2,2,2,0,4,32,0,0,0,2,0,0,2,2,0,22,86,0,0,0,0,0,0,0,0,0,0,0,0,16,132,0,12,0,0,16,0,0,6,22,0,0,18,6,0,8,0,2,36,88,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,42,0,4,0,0,0,8,0,0,24,0,0,0,0,2,28,0,0,8,0,0,0,0,0,0,6,52,30,2,0,0,0,20,8,0,0,20,0,0,16,0,2,0,8,10,0,4,0,6,2,0,0,18,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,14,0,0,2,0,0,0,2,0,0,8,0,0,0,4,0,0,6,0,24,0,0,0,0,0,2,0,34,0,0,0,0,0,0,44,0,0,0,0,0,6,0,0,268,0,0,0,0,8,0,0,0,0,4,0,0,0,2,14,2,0,0,28,0,0,12,0,10,72,18,4,4,4,62,26,0,0,8,0,0,2,0,8,84,24,10,2,12,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,22,0,0,0,0,50,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,130,0,0,0,8,0,0,0,0,80,0,2,0,0,14,0,6,0,42,18,40,28,10,0,0,0,0,0,0,0,0,28,0,0,18,0,0,0,0,0,0,2,0,6,4,2,34,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,4,0,4,0,0,22,0,0,0,0,2,42,22,28,16,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,NA,NA,"Triglioidei",NA,"Neopterygii","Craniata","Eukaryota","Teleostei","Actinopterygii",NA,NA,NA,NA
"MISEQ01:3:000000000-ALULJ:1:1106:23107:15719_CONS_SUB_SUB_CMP",1311425,"Caulolatilus intermedius","Caulolatilus","Malacanthidae","Perciformes","Actinopteri","Chordata","Metazoa",325608,72,186,50,46,2,46,4,8,0,30,70,340,76,10,12,152,384,204,202,1218,2,24,24,12,58,80,30,146,8,0,6,8,8,886,1846,316,1212,3966,420,56,4,256,18,194,26206,90,226,12504,146,12,568,46,1440,164,394,13782,172,56,44,14,26,586,134,138,40,42,2,0,8,44,20,10,100,6,86,2,2,4,20,70,12,6,6,6,8,10,110,32,216,22,2,74,6,4,40,30,134,16,44,32,10,24,12,2,1214,626,68,352,214,16,188,110,126,216,5944,66,64,1762,26,36,1080,10,624,76,34,192,26,4,130,10,686,56,24,200,18,2,138,10,60,8,4,16,96,4,168,582,140,24,158,4,2,6,6,18,80,258,10,30,2,6,26,10,38,434,92,784,68,16,10,6,12,14,16,282,100,162,58,16,32,16,2,0,328,170,13020,1630,262,658,338,40,102,88,12,50,1612,16,2272,64450,770,90,3368,20,18,2,112,24,8,812,482,156,244,62,16,42,2,152,28,4,14888,392,88,396,8,6,50,0,8,11602,66,4,2,2,0,10,4,0,432,12,2,32,4,878,308,2,2,28,0,18,4,2,2836,110,0,94,22,26,4,13548,13408,176,0,32,970,10,14,272,2,352,8070,80,2,8,218,80,0,24,4,10,0,0,10,10,4,6,4,0,8,4,0,2,6,6,2,8,48,28,20,54,146,62,548,38,40,158,326,76,2912,32,16,76,28,18,16,22,24,22,4,76,12,134,30,1012,8,4,18,6,66,6,6,0,0,42,418,10,164,52,30,12,152,24,10,46,12,10,16,2,0,52,12,58,84,102,832,94,6,38,38,30,34,14,8,0,2,0,28,30,64,12,50,10,2,20,240,160,46,24,28,36,168,4,62,130,60,44,18,4,6,8,20,4,0,0,8,6,10,10,56,152,6,30,28,12,2,36,58,12,214,6316,120,610,896,490,876,158,16,1728,214,1138,404,19750,16,26,30,10,98,4,4,0,2,72,10,98,114,18950,1912,240,82,708,12,144,1048,64,456,14,98,146,46,456,40,14,108,46,42,54,28,4,2,14,142,14,102,156,268,56,1940,8,136,40,36,126,18,28,12,8,6,8,42,32,10,478,36,0,30,0,0,8,54,0,0,0,12,0,6,0,8,0,18,0,2,0,4,6,16,4,0,0,48,2,10,2,0,16,4,4,0,6,114,0,2,0,2,4,6,0,0,0,12,6,2,8,22,2,16,0,0,4,2,0,14,0,0,2,0,4,2,14,8,0,2,0,6,0,0,4,34,0,10,2,16,2,16,0,0,34,20,44,0,0,0,0,0,0,0,0,0,0,14,0,30,90,0,30,0,10,26,0,0,10,6,0,24,8,2,0,4,0,0,68,90,0,0,0,0,0,0,0,4,0,2,0,0,0,74,0,0,64,0,4,0,0,0,6,0,0,8,0,0,2,0,0,16,0,0,16,6,0,22,0,2,0,16,10,16,2,0,0,0,20,24,0,0,36,0,2,0,0,0,0,4,0,0,2,0,6,2,0,10,12,0,0,0,2,0,0,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,46,0,0,0,0,0,10,0,0,552,0,0,0,0,8,0,0,0,0,16,0,0,0,14,10,0,6,82,2,0,0,26,0,12,16,54,2,18,0,80,30,2,0,2,0,6,26,0,18,12,40,6,0,22,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,8,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,16,0,2,0,6,0,0,0,0,22,0,2,0,0,14,0,36,0,36,18,18,16,8,0,0,0,6,0,0,0,0,20,0,0,22,0,0,0,0,0,0,4,0,6,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,2,0,0,0,0,16,0,8,0,0,14,0,2,0,12,0,38,0,10,2,10,26,0,0,0,6,4,24,8,22,38,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,"Neopterygii","Craniata","Eukaryota","Teleostei","Actinopterygii","Latilinae",NA,NA,NA
